,RegisterPage,JPEGNum,EntryNum,Title,First Name,Last Name,City,Occupation,drYear,drMonth,drDay,drNo,drTitle,drFirst,drLast,drNo2,DollarAmt,CentAmt,crYear,crMonth,crDay,crNo,crTitle,crFirst,crLast,crNo2,crDollarAmt,crCentAmt,Note
603,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,217.0,,John,Fitton,74.0,145.0,35.0,,,,,,,,,,,
604,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,218.0,,Charles,Lippitt,74.0,18.0,9.0,,,,,,,,,,,
605,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,219.0,,Jonathan,Smith,74.0,33.0,55.0,,,,,,,,,,,
606,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,220.0,2nd,Samuel,Vernon,75.0,165.0,81.0,,,,,,,,,,,
607,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,221.0,,Joseph,Martin,75.0,690.0,13.0,,,,,,,,,,,
608,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,222.0,,William,Arnold,75.0,312.0,60.0,,,,,,,,,,,
609,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,223.0,,James,Bullock,76.0,87.0,34.0,,,,,,,,,,,
610,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,224.0,,Andrew,Brown,76.0,23.0,96.0,,,,,,,,,,,
611,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,225.0,,Elisha,Brown,76.0,18.0,80.0,,,,,,,,,,,
612,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,226.0,Treasurer,William,Holroyd,77.0,52.0,80.0,,,,,,,,,,,
613,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,227.0,,Daniel C,Verplank,77.0,621.0,79.0,,,,,,,,,,,
614,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,228.0,,Jonathan,Wheeler,77.0,207.0,37.0,,,,,,,,,,,
615,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,229.0,,Andrew,Spooner,78.0,288.0,92.0,,,,,,,,,,,
616,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,230.0,,Nancy,Ensworth,78.0,160.0,99.0,,,,,,,,,,,
617,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,231.0,,Richard,Olney,78.0,293.0,50.0,,,,,,,,,,,
618,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,232.0,,Anne,Johnson,79.0,30.0,41.0,,,,,,,,,,,
619,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,233.0,,Nathaniel,Metcalf,79.0,32.0,16.0,,,,,,,,,,,
620,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,234.0,,George C,Hazard,79.0,279.0,10.0,,,,,,,,,,,
621,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,235.0,,Oliver R,Warner,80.0,41.0,90.0,,,,,,,,,,,
622,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,236.0,,William,Brayton,80.0,24.0,81.0,,,,,,,,,,,
623,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,237.0,,Joseph,Potter,80.0,66.0,72.0,,,,,,,,,,,
624,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,238.0,,Phineas,Potter,81.0,100.0,63.0,,,,,,,,,,,
625,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,239.0,,Thomas,Sabin,81.0,104.0,82.0,,,,,,,,,,,
626,93.0,110.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,240.0,,Knight,Dexter,81.0,59.0,82.0,,,,,,,,,,,
627,,,,,,,,,,,,,,Carried over,,,59615.0,44.0,,,,,,,,,,,
628,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,,,Amount Brought forward,,,59615.0,44.0,1792.0,1.0,12.0,,,Benjamin,Siexas,,3179.0,27.0,
629,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,241.0,,James,Congdon,82.0,136.0,7.0,1792.0,1.0,16.0,,,Joseph,Winter,,857.0,83.0,
630,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,242.0,,Hezekiah,Babcock,82.0,63.0,24.0,1792.0,1.0,16.0,,,Edward,Livingstone,,818.0,65.0,
631,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,243.0,,Daniel,Lefavour,82.0,39.0,46.0,1792.0,1.0,30.0,,,Daniel C,Verplank,,868.0,8.0,
632,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,244.0,,Nathan,Angell,83.0,594.0,99.0,1792.0,1.0,30.0,,,John,Templeman,,210.0,75.0,
633,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,245.0,,Timothy,Gladding,83.0,155.0,79.0,1792.0,1.0,30.0,,,Silas,Talbot,,429.0,32.0,
634,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,246.0,,John,Low,83.0,256.0,78.0,1792.0,2.0,3.0,,,John,Dewhurst,,206.0,39.0,
635,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,247.0,,John,Dorrance,84.0,89.0,70.0,1792.0,2.0,13.0,,,James H,Olney,,155.0,79.0,
636,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,248.0,,Eliphalet,Slack,84.0,46.0,33.0,1792.0,2.0,13.0,,,William,Allen,,5350.0,57.0,
637,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,249.0,,Elkanah,Humphry,84.0,41.0,66.0,1792.0,3.0,6.0,,,Andrew,Hommesley,,568.0,33.0,
638,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,250.0,Exeter,Pardon,Tillinghast,85.0,57.0,59.0,1792.0,3.0,14.0,,,Benjamin,Siexas,,99.0,89.0,
639,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,251.0,,William G,Spencer,85.0,154.0,53.0,1792.0,3.0,14.0,,,Thomas,Vermyllia,,1457.0,99.0,
640,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,252.0,,Robert,Stanton,85.0,33.0,25.0,,,,,,,,,14202.0,86.0,
641,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,253.0,,Jesse,Whipple,86.0,70.0,31.0,,,,,,,,,,,
642,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,254.0,,Simeon,Perry,86.0,420.0,74.0,,,,,,,,,,,
643,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,255.0,,Nathaniel,Wheaton,86.0,54.0,82.0,,,,,,,,,,,
644,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,256.0,,Nath Waterman and R Newell administrator,,87.0,735.0,95.0,,,,,,,,,,,
645,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,257.0,,Stephen,Tillinghast,87.0,396.0,38.0,,,,,,,,,,,
646,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,258.0,,Joseph,Winter,87.0,857.0,83.0,,,,,,,,,,,
647,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,259.0,,Zephaniah,Brown,88.0,1044.0,94.0,,,,,,,,,,,
648,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,260.0,,Benjamin,Hall,88.0,303.0,76.0,,,,,,,,,,,
649,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,261.0,,Isaac,Whippo,88.0,38.0,3.0,,,,,,,,,,,
650,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,262.0,,Hoppin and Snow,,89.0,32.0,25.0,,,,,,,,,,,
651,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,263.0,,Henry,Bowen,89.0,41.0,98.0,,,,,,,,,,,
652,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,264.0,,Daniel,Manton,89.0,8.0,93.0,,,,,,,,,,,
653,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,265.0,,Zacheus,Chace,90.0,84.0,91.0,,,,,,Balance remaining on the books,,,60028.0,37.0,
654,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,266.0,,Martha,Field,90.0,1168.0,29.0,,,,,,,,,,,
655,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,267.0,,Imanuel,Case,90.0,15.0,72.0,,,,,,,,,,,
656,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,268.0,,Isaac,Pitman,91.0,7.0,18.0,,,,,,,,,,,
657,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,269.0,,Joseph,Smith,91.0,98.0,91.0,,,,,,,,,,,
658,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,,,Dollars,,,66665.0,76.0,,,,,,,,,,,
659,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,,,Brown and Francis,,98.0,1794.0,29.0,,,,,,,,,,,
660,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,,,Brown and Benson,,169.0,780.0,51.0,,,,,,,,,,,
661,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,,,Nicholas,Brown,170.0,4990.0,67.0,,,,,,,,,,,
662,94.0,111.0,,,Funded 3 percent stock assumed debt,,,,1792.0,1.0,1.0,,,Dollars,,,74231.0,23.0,,,,,,Dollars,,,74231.0,23.0,
663,95.0,112.0,,,Brown and Francis,,Providence,Merchants,1792.0,1.0,16.0,,,Moses,Brown,36.0,1794.0,29.0,1792.0,1.0,1.0,,,Funded 3 percent stock assumed debt,,98.0,1794.0,29.0,
664,95.0,112.0,,,Laban,Waterman,Johnston,Yeoman,1792.0,2.0,2.0,,,John Ward and co.,,35.0,8.0,93.0,1792.0,1.0,1.0,,,Daniel,Manton,101.0,8.0,93.0,
665,95.0,112.0,,,William,Allen,Providence,Esquire,1792.0,2.0,13.0,,,Certificate number 28 transferred to the office of John Cochran commissioners of loans for the State of New York,,142.0,5350.0,57.0,1792.0,1.0,1.0,,,John,Brown,105.0,5217.0,43.0,
666,95.0,112.0,,,William,Allen,Providence,Esquire,1793.0,9.0,2.0,,,William,Hall,102.0,6.0,61.0,1792.0,1.0,1.0,,,Charles,Wheaton,,16.0,67.0,
667,95.0,112.0,,,William,Allen,Providence,Esquire,,,,,,,,,,,1792.0,1.0,1.0,,,Jabez,Bowen,106.0,29.0,13.0,
668,95.0,112.0,,,William,Allen,Providence,Esquire,,,,,,,,,,,1792.0,1.0,1.0,,,John,Bullock,106.0,87.0,34.0,
669,95.0,112.0,,,William,Allen,Providence,Esquire,,,,,,,,,,,,,,,,,,,5350.0,57.0,
670,95.0,112.0,,,William,Allen,Providence,Esquire,,,,,,,,,,,1793.0,3.0,13.0,,,Nathan,Fuller,399.0,6.0,61.0,
671,96.0,113.0,,,Thomas,Dickason,Boston,Merchants,1792.0,7.0,13.0,,,William,Cramond,101.0,1994.0,89.0,1792.0,1.0,1.0,,,Jon Jenckes and D.L. Barnes Exec,,108.0,1994.0,89.0,
672,96.0,113.0,,,Thomas,Dickason,Boston,Merchants,,,,,,Balance due from the United States carried to page 110,,,23166.0,99.0,,,,,,Moses and Nicholas,Brown,223.0,17979.0,13.0,
673,96.0,113.0,,,Thomas,Dickason,Boston,Merchants,,,,,,,,,,,1792.0,4.0,1.0,,,Caleb,Carpenter,,9.0,11.0,
674,96.0,113.0,,,Thomas,Dickason,Boston,Merchants,,,,,,,,,,,,,,,,Thomas L,Halsey,224.0,42.0,49.0,
675,96.0,113.0,,,Thomas,Dickason,Boston,Merchants,,,,,,,,,,,,,,,,Samuel,Elam,,23.0,42.0,
676,96.0,113.0,,,Thomas,Dickason,Boston,Merchants,,,,,,,,,,,,,,,,Brown and Benson,,225.0,1949.0,48.0,
677,96.0,113.0,,,Thomas,Dickason,Boston,Merchants,,,,,,,,,,,,,,,,,,,21998.0,52.0,
678,96.0,113.0,,,Thomas,Dickason,Boston,Merchants,,,,,,,,,,,1792.0,7.0,20.0,,,Clark and Nightingale,,287.0,3163.0,36.0,
679,96.0,113.0,,,Thomas,Dickason,Boston,Merchants,,,,,,,,,25161.0,88.0,,,,,,,,,25161.0,88.0,
680,96.0,113.0,,,Silas,Talbot,Johnston State on New York,,1792.0,1.0,30.0,,,Certificate number 18 transferred to the office of John Cochran commissioner of loans for the State of New York,,112.0,429.0,32.0,1792.0,1.0,1.0,,,Enos,Hitchcock,112.0,429.0,32.0,
681,96.0,113.0,,,James H,Olney,New York,Merchants,1792.0,2.0,13.0,,,Certificate number 27 transferred to the office of John Cochran commissioner of loans for the State of New York,,142.0,155.0,79.0,1792.0,1.0,1.0,,,Timothy,Gladding,142.0,155.0,79.0,
682,97.0,114.0,,,Amme,Bucklin,Coventry,Widow,,,,,,,,,,,1792.0,1.0,1.0,,,Nancy,Ensworth,149.0,53.0,66.0,
683,97.0,114.0,,,William N,Rhodes,Cranstone,Merchant,1792.0,12.0,10.0,,,John Lane and Thomas Frasor,,104.0,49.0,32.0,1792.0,1.0,1.0,,,Squire,Sessions,156.0,15.0,77.0,
684,97.0,114.0,,,William N,Rhodes,Cranstone,Merchant,1793.0,1.0,31.0,,,Thomas,Smart,99.0,11.0,21.0,,,,,,Jonathan,Smith,157.0,33.0,55.0,
685,97.0,114.0,,,William N,Rhodes,Cranstone,Merchant,,,,,,,,,,,,,,,,,,,49.0,32.0,
686,97.0,114.0,,,William N,Rhodes,Cranstone,Merchant,,,,,,,,,,,1792.0,8.0,10.0,,,Elizabeth,Olney,305.0,11.0,21.0,
687,97.0,114.0,,,William N,Rhodes,Cranstone,Merchant,,,,,,,,,,,,,,,,,,,60.0,53.0,
688,97.0,114.0,,,John Ward and co.,,Providence,Merchants,1792.0,4.0,18.0,,,Clark and Nightingale,,49.0,304.0,93.0,1792.0,1.0,1.0,,,Amount of credit brought from page,,35.0,1850.0,95.0,
689,97.0,114.0,,,John Ward and co.,,Providence,Merchants,,,,,,Joseph,Martin,73.0,735.0,31.0,,,,,,Benjamin,Morris,161.0,347.0,59.0,
690,97.0,114.0,,,John Ward and co.,,Providence,Merchants,1792.0,5.0,30.0,,,Nicholas,Power,23.0,383.0,7.0,,,,,,Andrew,Elliott,162.0,4.0,79.0,
691,97.0,114.0,,,John Ward and co.,,Providence,Merchants,1792.0,7.0,23.0,,,Welcome,Arnold,27.0,448.0,49.0,,,,,,,,,2203.0,33.0,
692,97.0,114.0,,,John Ward and co.,,Providence,Merchants,,,,,,,,,1871.0,80.0,1792.0,6.0,14.0,,,Sandars,Pitman,261.0,22.0,11.0,
693,97.0,114.0,,,John Ward and co.,,Providence,Merchants,1793.0,2.0,28.0,,,Samuel,Eddy,105.0,97.0,55.0,,,,,,,,,2225.0,44.0,
694,97.0,114.0,,,John Ward and co.,,Providence,Merchants,,,,,,Stephen,Tillinghast,106.0,112.0,66.0,1792.0,11.0,2.0,,,John,Child,344.0,23.0,38.0,
695,97.0,114.0,,,John Ward and co.,,Providence,Merchants,1793.0,6.0,1.0,,,William,Hall,102.0,23.0,38.0,,,,,,,,,,,
696,97.0,114.0,,,John Ward and co.,,Providence,Merchants,1793.0,10.0,7.0,,,Peter Roe,Dalton,109.0,121.0,32.0,,,,,,,,,,,
697,97.0,114.0,,,John Ward and co.,,Providence,Merchants,,,,,,Balance due from the United States,,,22.0,11.0,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,377.0,2.0,,,,,,,,,2248.0,82.0,
699,98.0,115.0,,,Thomas,Vermillya,Philadelphia,Broker,1792.0,3.0,14.0,,,Certificate number 36 transferred to the office of Thomas Smith commissioners of loans for the State of Pennsylvania,,167.0,1457.0,99.0,1792.0,1.0,1.0,,,William,Bradford,166.0,534.0,48.0,
700,98.0,115.0,,,Thomas,Vermillya,Philadelphia,Broker,,,,,,,,,,,,,,,,Daniel,Austin,,396.0,7.0,
701,98.0,115.0,,,Thomas,Vermillya,Philadelphia,Broker,,,,,,,,,,,,,,,,Jabez,Reynolds,167.0,477.0,7.0,
702,98.0,115.0,,,Thomas,Vermillya,Philadelphia,Broker,,,,,,,,,,,,,,,,Daniel,Whitney,,50.0,37.0,
703,,,,,,,,,,,,,,,,,,,,,,,,,,,1457.0,99.0,
704,98.0,115.0,,,Nicholas,Brown,Providence,Merchant,1794.0,2.0,1.0,,,Thomas P,Ives,111.0,4990.0,67.0,1792.0,1.0,1.0,,,Funded 3 percent stock assumed debt,,170.0,4990.0,67.0,
705,98.0,115.0,,,Nicholas,Brown,Providence,Merchant,,,,,,,,,,,1794.0,2.0,1.0,,,Moses and Nicholas,Brown,464.0,4549.0,46.0,
706,98.0,115.0,,,Izrahiah,Wetmore,Norwich State of Connecticut,,1792.0,4.0,14.0,,,Certificate number 39 transferred to the office of John Cochran commissioner of loan for the State of New York,,189.0,47.0,42.0,1792.0,4.0,1.0,,,Nathan,Grosvenor,189.0,47.0,42.0,
707,99.0,116.0,,2nd,John,Thurber,Providence,Broker,1790.0,11.0,24.0,,,Andrew,Spooner,75.0,28.0,77.0,1792.0,4.0,1.0,,,Benjamin,Seabury,212.0,28.0,77.0,
708,99.0,116.0,,,Thomas,Smart,Providence,,1793.0,4.0,30.0,,,Daniel,Toler,106.0,71.0,99.0,1792.0,1.0,9.0,,,Samuel,Thusber,253.0,3.0,50.0,
709,99.0,116.0,,,Thomas,Smart,Providence,,1793.0,6.0,1.0,,,William,Hall,102.0,4.0,8.0,,,,,,Ebenezer,Carr,,,58.0,
710,99.0,116.0,,,Thomas,Smart,Providence,,,,,,,,,,,,1792.0,8.0,10.0,,,Sarah,Remington,303.0,25.0,38.0,
711,99.0,116.0,,,Thomas,Smart,Providence,,,,,,,,,,,,,,,,,,,,29.0,46.0,
712,99.0,116.0,,,Thomas,Smart,Providence,,,,,,,,,,,,1793.0,1.0,31.0,,,Asher,Robbins,385.0,19.0,68.0,
713,99.0,116.0,,,Thomas,Smart,Providence,,,,,,,,,,,,,,,,,William,Hall,,15.0,72.0,
714,99.0,116.0,,,Thomas,Smart,Providence,,,,,,,,,,,,,,,,,William N,Rhodes,,11.0,21.0,
715,99.0,116.0,,,Thomas,Smart,Providence,,,,,,,,,,76.0,7.0,,,,,,,,,76.0,7.0,
716,99.0,116.0,,,Mess Le Roy and Bayard,,Philadelphia,Merchant,1792.0,6.0,11.0,,,Certificate number 56 transferred to the books of Josiah Nourse Esq reg of treasury,,256.0,3225.0,75.0,1792.0,6.0,11.0,,,Simeon,Potter,255.0,1780.0,35.0,
717,99.0,116.0,,,Mess Le Roy and Bayard,,Philadelphia,Merchant,,,,,,,,,,,,,,,,William,Wetmore,,949.0,11.0,
718,99.0,116.0,,,Mess Le Roy and Bayard,,Philadelphia,Merchant,,,,,,,,,,,,,,,,Jonathan,Wheeler,256.0,207.0,37.0,
719,99.0,116.0,,,Mess Le Roy and Bayard,,Philadelphia,Merchant,,,,,,,,,,,,,,,,Andrew,Spooner,,288.0,92.0,
720,,,,,,,,,,,,,,,,,,,,,,,,,,,3225.0,75.0,
721,100.0,117.0,,,Jeremiah,Olney,Providence,Esquire,,,,,,,,,,,1792.0,6.0,11.0,,,Christopher,Olney,258.0,21.0,52.0,
722,100.0,117.0,,,Robert,Davis,Providence,Baker,,,,,,,,,,,1792.0,6.0,11.0,,,John,Bannister,259.0,6.0,11.0,
723,100.0,117.0,,,Funded 3 percent stock assumed,,,,1792.0,,,,,"Ballance stock remaining on the books March 31, 1792",,,60028.0,37.0,1792.0,,,,,Certificates issued and addressed to the secretory of the Treasury for transferring from the office vizt,,,,,
724,100.0,117.0,,,Funded 3 percent stock assumed,,,,,,,,,Stock transferred into this office by warrants from the society of the treasury,,,,,1792.0,4.0,14.0,,,Izrahiah,Witmore,189.0,47.0,42.0,
725,100.0,117.0,,,Funded 3 percent stock assumed,,,,1792.0,5.0,11.0,,,Moses and Nicholas,Brown,221.0,17266.0,39.0,1792.0,4.0,18.0,,,Daniel C,Verplank,198.0,1201.0,42.0,
726,100.0,117.0,,,Funded 3 percent stock assumed,,,,1792.0,5.0,11.0,,,Moses and Nicholas,Brown,222.0,712.0,74.0,1792.0,4.0,26.0,,,Nathaniel,Shaler,204.0,457.0,17.0,
727,100.0,117.0,,,Funded 3 percent stock assumed,,,,,,,,,,,,,,1792.0,5.0,14.0,,,Benjamin,Talbot,229.0,132.0,60.0,
728,100.0,117.0,,,Funded 3 percent stock assumed,,,,,,,,,,,,,,1792.0,6.0,5.0,,,Philip,Paine,250.0,124.0,59.0,
729,100.0,117.0,,,Funded 3 percent stock assumed,,,,,,,,,,,,,,1792.0,6.0,11.0,,,Le Roy and Bayard,,256.0,3225.0,75.0,
730,100.0,117.0,,,Funded 3 percent stock assumed,,,,,,,,,,,,,,1792.0,6.0,30.0,,,Balance stock remaining on the books,,,72818.0,55.0,
731,,,,,,,,,,,,,,,,,78007.0,50.0,,,,,,,,,78007.0,50.0,
732,101.0,118.0,,,William,Cramond,Philadelphia,Merchant,1792.0,7.0,13.0,,,Certificate number 62 transferred to the office of Thomas Smith Commissioners of Pennsylvania,,,1994.0,89.0,1792.0,7.0,13.0,,,Thomas,Dickason,277.0,1994.0,89.0,
733,101.0,118.0,,,Nathan,Bond,Boston,Merchant,1792.0,7.0,23.0,,,Certificate number 70 transferred to the office of Thomas Smith Commissioners of Pennsylvania,,295.0,294.0,42.0,1792.0,7.0,23.0,,,Nathaniel,Greene,295.0,227.0,92.0,
734,101.0,118.0,,,Nathan,Bond,Boston,Merchant,1793.0,3.0,2.0,,,Certificate number 88 transferred to the books of the Commissioners at loans as Boston,,397.0,420.0,74.0,,,,,,Daniel,Trowbridge,295.0,66.0,50.0,
735,101.0,118.0,,,Nathan,Bond,Boston,Merchant,,,,,,,,,,,,,,,,,,,294.0,42.0,
736,,,,,,,,,,,,,,,,,,,1793.0,3.0,2.0,,,Thomas Lloyd,Halsey,397.0,420.0,74.0,
737,101.0,118.0,,,Hannah,Belcher,Providence,Widow,,,,,,,,,,,1792.0,8.0,10.0,,,Zacheus,Chace,301.0,69.0,19.0,
738,102.0,119.0,,,William,Hall,Providence,Broker,1793.0,1.0,31.0,,,Thomas,Smart,99.0,15.0,72.0,1792.0,8.0,10.0,,,Zacheus,Chace,301.0,15.0,72.0,
739,102.0,119.0,,,William,Hall,Providence,Broker,1793.0,7.0,1.0,,,Joseph,Perkins,,427.0,10.0,1793.0,6.0,1.0,,,John,Foster,428.0,16.0,57.0,
740,102.0,119.0,,,William,Hall,Providence,Broker,1794.0,1.0,16.0,,,Amount due on Credit side carried to page,,110.0,90.0,43.0,,,,,,Nicholas,Power,429.0,383.0,7.0,
741,102.0,119.0,,,William,Hall,Providence,Broker,,,,,,,,,,,,,,,,Thomas,Smart,,4.0,8.0,
742,102.0,119.0,,,William,Hall,Providence,Broker,,,,,,,,,,,,,,,,John Ward and co.,,,23.0,38.0,
743,102.0,119.0,,,William,Hall,Providence,Broker,,,,,,,,,,,,,,,,,,,442.0,82.0,
744,102.0,119.0,,,William,Hall,Providence,Broker,,,,,,,,,,,1793.0,9.0,2.0,,,William,Bryan,458.0,39.0,99.0,
745,102.0,119.0,,,William,Hall,Providence,Broker,,,,,,,,,,,,,,,,Leonard,Crocker,,20.0,59.0,
746,102.0,119.0,,,William,Hall,Providence,Broker,,,,,,,,,,,,,,,,William,Rhodes,,23.0,24.0,
747,102.0,119.0,,,William,Hall,Providence,Broker,,,,,,,,,,,,,,,,William,Allen,459.0,6.0,61.0,
748,102.0,119.0,,,William,Hall,Providence,Broker,,,,,,,,,,,,,,,,,,,90.0,43.0,
749,102.0,119.0,,,Funded 3 percent stock,,,,1792.0,7.0,1.0,,,Stock remaining on the books this day,,,72818.0,55.0,1792.0,7.0,13.0,,,William,Cramond,279.0,1994.0,89.0,
750,102.0,119.0,,,Funded 3 percent stock,,,,1792.0,8.0,10.0,,,Clark and Nightingale transferred from New York,,304.0,482.0,70.0,,,,,,John Coffin,Jones,280.0,50.0,5.0,
751,102.0,119.0,,,Funded 3 percent stock,,,,,,,,,,,,,,1792.0,7.0,20.0,,,James F Sebor and co.,,283.0,330.0,80.0,
752,102.0,119.0,,,Funded 3 percent stock,,,,,,,,,,,,,,1792.0,7.0,23.0,,,Nathan,Bond,295.0,294.0,42.0,
753,102.0,119.0,,,Funded 3 percent stock,,,,,,,,,,,,,,1792.0,9.0,30.0,,,Balance stock remaining on the books,,,70631.0,9.0,
754,,,,,,,,,,,,,,,,,73301.0,25.0,,,,,,,,,73301.0,25.0,
755,102.0,119.0,,,Benjamin,Brown,Providence,Esquire,1794.0,7.0,1.0,,,Chas William,Janson,113.0,9.0,47.0,1792.0,9.0,1.0,,,Thomas,Allen,310.0,9.0,47.0,
756,103.0,120.0,,,Benjamin and Jaazaniah,Bussey,Boston,Merchant,1793.0,10.0,28.0,,,Alexander,Hendenson,478.0,1333.0,73.0,1792.0,11.0,24.0,,,Nathan,Angell,349.0,1333.0,73.0,
757,103.0,120.0,,,Samuel Ward and brothers,,New York,Merchant,1792.0,12.0,10.0,,,Certificate number 81 transferring to the office of Jn Cochran Esq commissioner for New York,,351.0,1171.0,77.0,1792.0,12.0,10.0,,,John,Brown,350.0,1081.0,60.0,
758,103.0,120.0,,,Samuel Ward and brothers,,New York,Merchant,,,,,,,,,,,,,,,,John,Jackson,351.0,90.0,17.0,
759,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.0,77.0,
760,103.0,120.0,,,John,Jackson,Boston,Broker,1792.0,10.0,25.0,,,Samuel Ward and brothers,,103.0,90.0,17.0,1792.0,10.0,25.0,,,John,Manchester,339.0,18.0,53.0,
761,103.0,120.0,,,John,Jackson,Boston,Broker,1795.0,7.0,27.0,,,Thomas,Palmer,608.0,256.0,78.0,,,,,,Thomas,Church,,57.0,40.0,
762,103.0,120.0,,,John,Jackson,Boston,Broker,,,,,,,,,,,,,,,,Archibald,Crary,340.0,14.0,24.0,
763,103.0,120.0,,,John,Jackson,Boston,Broker,,,,,,,,,,,,,,,,,,,90.0,17.0,
764,103.0,120.0,,,John,Jackson,Boston,Broker,,,,,,,,,,,1795.0,2.0,21.0,,,Jolen,Low,586.0,256.0,78.0,
765,104.0,121.0,,,John Lane and Thomas Fraser,,London,Merchants,1794.0,6.0,9.0,,,William,Hamilton,113.0,2279.0,95.0,1792.0,12.0,10.0,,,Amasa,Sessions,353.0,47.0,33.0,
766,104.0,121.0,,,John Lane and Thomas Fraser,,London,Merchants,,,,,,,,,,,,,,,,William N,Rhodes,354.0,49.0,32.0,
767,104.0,121.0,,,John Lane and Thomas Fraser,,London,Merchants,,,,,,,,,,,,,,,,Andrew,Spooner,,2183.0,30.0,
