,RegisterPage,JPEGNum,EntryNum,Title,First Name,Last Name,City,Occupation,drYear,drMonth,drDay,drNo,drTitle,drFirst,drLast,drNo2,DollarAmt,CentAmt,crYear,crMonth,crDay,crNo,crTitle,crFirst,crLast,crNo2,crDollarAmt,crCentAmt,Note,Unnamed: 29
628,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,258.0,,Joseph,Winter,,571.0,89.0,,,,,,,,,,,,
629,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,259.0,,Zephaniah,Brown,88.0,696.0,63.0,,,,,,,,,,,,
630,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,260.0,,Benjamin,Hall,,202.0,50.0,,,,,,,,,,,,
631,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,261.0,,Isaac,Whippo,,25.0,35.0,,,,,,,,,,,,
632,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,262.0,,Hoppin and Snow,,89.0,21.0,50.0,,,,,,,,,,,,
633,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,263.0,,Henry,Bowen,,27.0,99.0,,,,,,,,,,,,
634,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,264.0,,Daniel,Manton,,5.0,96.0,,,,,,,,,,,,
635,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,265.0,,Zacheus,Chace,90.0,56.0,61.0,,,,,,,,,,,,
636,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,266.0,,Martha,Field,,778.0,86.0,,,,,,,,,,,,
637,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,267.0,,Imanuel,Case,,10.0,48.0,,,,,,,,,,,,
638,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,268.0,,Isaac,Pitman,91.0,4.0,78.0,,,,,,Balance Remaining on the Books,,,42429.0,67.0,,
639,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,269.0,,Joseph,Smith,,65.0,94.0,,,,,,,,,,,,
640,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,,,,44443.0,79.0,,,,,,,,,,,,
641,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,Brown and Francis,,92.0,1196.0,20.0,,,,,,,,,,,,
642,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,Brown and Benson,,168.0,520.0,34.0,,,,,,,,,,,,
643,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,Nicholas,Brown,170.0,3327.0,11.0,,,,,,,,,,,,
644,94.0,107.0,,,Funded Deferred Stock Assumed Debt,,,,,,,,,,,,49487.0,44.0,,,,,,Dollars,,49,487.0,44.0,,
645,95.0,108.0,270.0,,Messers Brown and Francis,,Providence,Merchants,1792.0,1.0,16.0,,,John,Thomas,95.0,1196.0,20.0,1792.0,1.0,1.0,,,Funded Deferred Stock Assum Debt,,92,1196.0,20.0,,
646,95.0,108.0,271.0,,John,Thomas,Liverpool in Great Britain,Merchant,,,,,,,,,,,1792.0,1.0,1.0,,,Brown and Francis,,99,1196.0,20.0,,
647,95.0,108.0,272.0,,Laban,Waterman,Johnston,Yeoman,1792.0,2.0,2.0,,,John Ward and Company,,35.0,5.0,96.0,1792.0,1.0,1.0,,,Daniel,Manton,100,5.0,96.0,,
648,96.0,109.0,273.0,,William,Allen,Providence,Esquire,1792.0,2.0,13.0,,,Certificate No. 29 Transferd to the office of John Cochran Commissioner of Loans for the State of New York,,143.0,940.0,32.0,1792.0,1.0,1.0,,,Charles,Wheaton,103,11.0,11.0,,
649,96.0,109.0,273.0,,William,Allen,Providence,Esquire,,,,,,,,,,,,,,,,John ,Brown,104,822.0,57.0,,
650,96.0,109.0,273.0,,William,Allen,Providence,Esquire,,,,,,,,,,,,,,,,John ,Bullock,,58.0,23.0,,
651,96.0,109.0,273.0,,William,Allen,Providence,Esquire,,,,,,,,,,,,,,,,Richard,Fenner,143,48.0,41.0,,
652,96.0,109.0,273.0,,William,Allen,Providence,Esquire,,,,,,,,,,,,,,,,,,,940.0,32.0,,
653,96.0,109.0,274.0,,Thomas,Dickason,Boston,Merchant,1792.0,,,,,Certificate No. 59 Transferring to the Office of Nathaniel Appleton Esquire Commissioner For Massachusetts,,260.0,1329.0,93.0,1792.0,1.0,1.0,,,Jos Jenckes and D.L. Barnes Esquire ,,107,1329.0,93.0,,
654,96.0,109.0,274.0,,Thomas,Dickason,Boston,Merchant,,,,,,,,,,,1792.0,5.0,11.0,,,Brown and Benson,,216,779.0,32.0,,
655,96.0,109.0,274.0,,Thomas,Dickason,Boston,Merchant,,,,,,,,,,,,,,,,Brown and Benson,,216,520.0,34.0,,
656,96.0,109.0,274.0,,Thomas,Dickason,Boston,Merchant,,,,,,,,,,,,,,,,Hezekiah,Babcock,217,42.0,16.0,,
657,96.0,109.0,274.0,,Thomas,Dickason,Boston,Merchant,,,,,,,,,,,,,,,,Moses,Brown,217,104.0,2.0,,
658,96.0,109.0,274.0,,Thomas,Dickason,Boston,Merchant,,,,,,,,,,,,,,,,Daniel,Whitney,218,33.0,58.0,,
659,96.0,109.0,274.0,,Thomas,Dickason,Boston,Merchant,,,,,,,,,,,,,,,,Caleb,Carpenter,218,6.0,7.0,,
660,96.0,109.0,274.0,,Thomas,Dickason,Boston,Merchant,,,,,,,,,,,,,,,,Moses and Nich Brown,,219,3796.0,80.0,,
661,96.0,109.0,274.0,,Thomas,Dickason,Boston,Merchant,,,,,,,,,,,,,,,,Nicholas,Brown,219,3327.0,11.0,,
662,96.0,109.0,274.0,,Thomas,Dickason,Boston,Merchant,,,,,,,,,,,,,,,,Moses and Nich Brown,,220,11986.0,9.0,,
663,96.0,109.0,274.0,,Thomas,Dickason,Boston,Merchant,,,,,,,,,,,,,,,,,,,21925.0,42.0,,
664,96.0,109.0,275.0,,Silas,Falbot,"Johnston, New York",Esquire,1792.0,1.0,30.0,,,Certificate No. 17 Transferd to the Office of John Cochran Commissioner of Loan for the State of New York,,112.0,286.0,21.0,1792.0,1.0,1.0,,,Enos,Hitchoch,112,286.0,21.0,,
665,97.0,110.0,,,Samuel Ward and Brothers,New Yorks,Merchants,,1792.0,2.0,3.0,,,Certificate No. 19 Transferd to the Office of John Cochran Commissioner of Loan for the State of New York,,121.0,1184.0,72.0,1792.0,1.0,1.0,,,John Ward and Company,,121,1184.0,72.0,,
666,97.0,110.0,,,Samuel Ward and Brothers,New Yorks,Merchants,,,,,,,Certificate No. 19 Transferd to the Office of John Cochran Commissioner of Loan for the State of New York,,,3.0,19.0,1792.0,1.0,1.0,,,Andrew,Elliott,121,3.0,19.0,,
667,97.0,110.0,,,James H.,Olney,New York,Merchant,1792.0,2.0,13.0,,,Certificate No. 26 Transferd to the Office of John Cochran Commissioner of Loans for the State of New York,,141.0,103.0,86.0,1792.0,1.0,1.0,,,Timothy,Gladding,141,103.0,86.0,,
668,97.0,110.0,,,Amme,Bucklin,Coventy,Widow,,,,,,,,,,,1792.0,1.0,1.0,,,Nancy,Ensworth,148,35.0,77.0,,
669,98.0,111.0,,,John Ward and Company,,Providence,Merchants,1793.0,8.0,1.0,,,John,Peck,106.0,14.0,74.0,1792.0,1.0,1.0,,,Christopher,Ellery,160,49.0,25.0,,
670,98.0,111.0,,,John Ward and Company,,Providence,Merchants,1793.0,10.0,7.0,,,Peter ,Roe Dalton,107.0,280.0,98.0,1792.0,1.0,14.0,,,Benjamin,Morris,160,231.0,73.0,,
671,98.0,111.0,,,John Ward and Company,,Providence,Merchants,,,,,,,,,,,1792.0,1.0,14.0,,,Sandars,Pitman,261,14.0,74.0,,
672,98.0,111.0,,,John Ward and Company,,Providence,Merchants,,,,,,,,,295.0,72.0,,,,,,,,,295.0,72.0,,
673,98.0,111.0,,,Nicholas,Brown,Providence,Merchant,1792.0,5.0,11.0,,,Thomas,Dickason,96.0,3327.0,11.0,1792.0,1.0,1.0,,,Funded Deferred Stock Assum Debt,,170,3327.0,11.0,,
674,98.0,111.0,,,Izrahiah,Wetmore,Norwich State of Connecticut,,1792.0,4.0,14.0,,,Certificate No. 38 Transferd to the Office of John Cochran Commissioner of Loans for the State of New York,,189.0,31.0,62.0,1792.0,4.0,1.0,,,Nathan,Grosvener,189,31.0,62.0,,
675,99.0,112.0,,,Thomas M. ,Willing,Philadelphia,Merchant,1792.0,4.0,20.0,,,Certificate No. 44 Transferd to the Office of Thomas Smith Commissioner of Loans for the State of Pensylvenia,,201.0,2655.0,72.0,,,,,,John,Brown,201,265.0,72.0,,
676,99.0,112.0,,,John,Thurber 2nd,Providence,Broker,1794.0,11.0,11.0,,,John,Peck,106.0,19.0,18.0,1792.0,4.0,1.0,,,Benjamin,Seabury,212,19.0,18.0,,
677,99.0,112.0,,,Thomas,Smart,Providence,,1793.0,8.0,21.0,,,Thomas and Sarah Smart,,457.0,19.0,63.0,1792.0,6.0,9.0,,,Samuel,Thurber,252,2.0,33.0,,
678,99.0,112.0,,,Thomas,Smart,Providence,,,,,,,,,,,,,,,,,Ebenezer,Carr,,,38.0,,
679,99.0,112.0,,,Thomas,Smart,Providence,,,,,,,,,,,,1792.0,8.0,10.0,,,Sarah,Remington,303,16.0,92.0,,
680,99.0,112.0,,,Thomas,Smart,Providence,,,,,,,,,,,,,,,,,,,,19.0,63.0,,
681,100.0,113.0,,,Jeremiah,Olney,Providence,Esquire,,,,,,,,,,,1792.0,1.0,11.0,,,Christopher,Olney,258,14.0,35.0,,
682,100.0,113.0,,,Robert,Davis,Providence,Baker,1797.0,5.0,19.0,,,Samuel W.,Greene,276.0,4.0,7.0,,,,,,John,Bannister,259,4.0,7.0,,
683,100.0,113.0,,,Funded Deferred 6 Percent Stock,,,,1792.0,,,,,"Balance Stock Remaining on the Books March 31st, 1792",,,42429.0,67.0,1792.0,,,,,Certificate Issued and Addressed to the Secretary of Treasury for Transferring from this Office Vizt,,,,,,
684,100.0,113.0,,,Funded Deferred 6 Percent Stock,,,,,,,,,Stock Transferred By Warrants from the Secretary of the treasury Vizt,,11510.0,93.0,,,4.0,14.0,,,Izrahiah,Wetmore,,31.0,62.0,,
685,100.0,113.0,,,Funded Deferred 6 Percent Stock,,,,,5.0,11.0,,,Mosos and Nicholas Brown,,475.0,16.0,,,,,18,,Daniel C.,Verplank,,800.0,94.0,,
686,100.0,113.0,,,Funded Deferred 6 Percent Stock,,,,,,,,,,,,,,,,,26,,Nathaniel,Shaler,,304.0,78.0,,
687,100.0,113.0,,,Funded Deferred 6 Percent Stock,,,,,,,,,,,,,,,,,20,,Thomas M.,Willing,,2655.0,72.0,,
688,100.0,113.0,,,Funded Deferred 6 Percent Stock,,,,,,,,,,,,,,,,,14,,Benjamin,Talbot,,88.0,40.0,,
689,100.0,113.0,,,Funded Deferred 6 Percent Stock,,,,,,,,,,,,,,,,,5,,Philiph,Paine,,83.0,6.0,,
690,100.0,113.0,,,Funded Deferred 6 Percent Stock,,,,,,,,,,,,,,,,,14,,Thomas  ,Dickason,,1329.0,93.0,,
691,100.0,113.0,,,Funded Deferred 6 Percent Stock,,,,,,,,,,,,,,,,,30,,Balance Stock Remaining on the Books,,,49121.0,31.0,,
692,100.0,113.0,,,Funded Deferred 6 Percent Stock,,,,,,,,,,,,,,,,,,,,,,54415.0,76.0,,
693,101.0,114.0,,,Thomas,Dickason,Boston,Merchant,1792.0,,,,,Amount Brought from page 96,,,1329.0,93.0,1792.0,7.0,20.0,,,Amount of Cradit from page 96,,,21925.0,42.0,,
694,101.0,114.0,,,Thomas,Dickason,Boston,Merchant,,,,,,Balance Due from the United States,,,22501.0,11.0,,,,,,Clark and Nightingale,,287,1905.0,62.0,,
695,101.0,114.0,,,Thomas,Dickason,Boston,Merchant,,,,,,,,,23831.0,4.0,,,,,,,,,,,,
696,101.0,114.0,,,Thomas,Dickason,Boston,Merchant,1794.0,1.0,24.0,,,Certificate No. 105 for Transferring to the Books of Nathaniel Appleton Esquire,,461.0,1905.0,62.0,,,,,,Balance Remaining on the Books,,,22501.0,11.0,,
697,101.0,114.0,,,Thomas,Dickason,Boston,Merchant,,10.0,31.0,,,Thomas Woodrouffer and Smith,,111.0,12000.0,,,,,,,,,,,,,
698,101.0,114.0,,,Thomas,Dickason,Boston,Merchant,,,,,,Balance Due from U. States,,,8595.0,49.0,,,,,,,,,,,,
699,101.0,114.0,,,Thomas,Dickason,Boston,Merchant,,,,,,,,,22501.0,11.0,,,,,,,,,,,,
700,101.0,114.0,,,Thomas,Dickason,Boston,Merchant,1795.0,7.0,27.0,,,Benjamin Webb Anstic,,606.0,6000.0,,,,,,,,,,,,,
701,101.0,114.0,,,Thomas,Dickason,Boston,Merchant,1796.0,3.0,14.0,,,Arnold,Van Polien,625.0,2595.0,49.0,,,,,,,,,,,,
702,101.0,114.0,,,Thomas,Dickason,Boston,Merchant,,,,,,,,,8595.0,49.0,1794.0,10.0,,31,,Balance Stock Standing on the Books,,,8595.0,49.0,,
703,101.0,114.0,,,William N. ,Rhodes,Cranston,Merchant,1793.0,5.0,22.0,,,Job,Randall,105.0,7.0,47.0,1792.0,8.0,10.0,,,Elizabeth,Olney,302,7.0,47.0,,
704,101.0,114.0,,,Deferred 6 Percent Stock,,,,1792.0,7.0,1.0,,,Stock Remaining on the Books This Day,,,49125.0,31.0,1792.0,7.0,13.0,,,John,Coffin Jones,279,33.0,37.0,,
705,101.0,114.0,,,Deferred 6 Percent Stock,,,,1792.0,8.0,10.0,,,Clerke and Nightingale Transfer from New York,,,321.0,79.0,1792.0,7.0,20.0,,,James F Sebor and Company,,283,220.0,53.0,,
706,101.0,114.0,,,Deferred 6 Percent Stock,,,,,,,,,,,,,,1792.0,9.0,30.0,,,Balance Stock Remaining in the Books,,,49189.0,20.0,,
707,101.0,114.0,,,Deferred 6 Percent Stock,,,,,,,,,Dollars,,,49443.0,10.0,,,,,,Dollars,,,49443.0,10.0,,
708,102.0,115.0,,,Benjamin,Bowen,Providence,Esquire,1791.0,7.0,1.0,,,John,Faxon,110.0,6.0,32.0,1792.0,9.0,1.0,,,Thomas,Allen,309,6.0,32.0,,
709,102.0,115.0,,,Ward Nicholas Boylstone,,London,Esquire,,,,,,,,,,,1792.0,10.0,1.0,,,Elias,Cornelius,316,104.0,20.0,,
710,102.0,115.0,,,Ward Nicholas Boylstone,,London,Esquire,,,,,,,,,,,,,,,,Moses,Brown,,418.0,2.0,,
711,102.0,115.0,,,Ward Nicholas Boylstone,,London,Esquire,,,,,,,,,,,,,,,,,,,522.0,22.0,,
712,102.0,115.0,,,Samuel ,Wyllus Pumory,Combridge,Gentleman,1792.0,12.0,10.0,,,Certificate No. 82 Transfering to the Office John Cochran Commissioner for New York,,352.0,1745.0,73.0,1792.0,12.0,10.0,,,Joseph,Martin,351,1024.0,66.0,,
713,102.0,115.0,,,Samuel ,Wyllus Pumory,Combridge,Gentleman,,,,,,,,,,,,,,,,John,Brown,352,721.0,7.0,,
714,102.0,115.0,,,Samuel ,Wyllus Pumory,Combridge,Gentleman,,,,,,,,,,,,,,,,,,,1745.0,73.0,,
715,102.0,115.0,,,Samuel ,Wyllus Pumory,Combridge,Gentleman,1792.0,12.0,12.0,,,Certificate No. 83 to the Office John Cochran Commissioner for New York,,355.0,27.0,77.0,1792.0,12.0,12.0,,,Elkanah,Humphry,355,27.0,77.0,,
716,103.0,116.0,,,"Funded Deferred 6 Percent Stock, Contra",,,,1792.0,10.0,1.0,,,Amount Stock Remaining on the Books,,,49189.0,20.0,1792.0,10.0,1.0,,,Thomas,Lee,317,101.0,55.0,,
717,103.0,116.0,,,"Funded Deferred 6 Percent Stock, Contra",,,,1792.0,10.0,25.0,,,John Brown Transfer from the Register,,336.0,721.0,7.0,1792.0,10.0,1.0,,,Samuel ,Wyllips Pumroy,352,1745.0,73.0,,
718,103.0,116.0,,,"Funded Deferred 6 Percent Stock, Contra",,,,1792.0,12.0,12.0,,,Henry Bowen Transfer from the Register,,356.0,47.0,43.0,1792.0,12.0,12.0,,,Samuel ,Wyllips Pumroy,355,27.0,77.0,,
719,103.0,116.0,,,"Funded Deferred 6 Percent Stock, Contra",,,,,,,,,,,,,,1792.0,12.0,31.0,,,Stock Remaining on the Books ,,,48082.0,65.0,,
720,103.0,116.0,,,"Funded Deferred 6 Percent Stock, Contra",,,,,,,,,,,,49957.0,70.0,,,,,,,,,49957.0,70.0,,
721,103.0,116.0,,,"Funded Deferred 6 Percent Stock, Contra",,,,1793.0,1.0,1.0,,,Amount Stock Standing on the Books,,,48082.0,65.0,,,,,,,,,,,,
722,103.0,116.0,,,"Funded Deferred 6 Percent Stock, Contra",,,,1793.0,1.0,31.0,,,Welcome Arnold Transfer from Office in Massachusetts,,383.0,1544.0,36.0,1793.0,1.0,31.0,,,Thomas Perkins,,387,2150.0,50.0,,
723,103.0,116.0,,,"Funded Deferred 6 Percent Stock, Contra",,,,,,,,,Oliven Starkweather Transfer from the Office in South Carolina,,387.0,53.0,42.0,,,,,,Balance Stock Remaining on the Books,,,47529.0,93.0,,
724,103.0,116.0,,,"Funded Deferred 6 Percent Stock, Contra",,,,,,,,,,,,49680.0,43.0,1793.0,3.0,31.0,,,,,,49680.0,43.0,,
725,103.0,116.0,,,Thomas,Perkins,Boston,Merchant,1793.0,1.0,31.0,,,Certificate No. 87 Transferring to the Books of Nathaniel Appleton Esquire Commissioner for the State of Masachusetts ,,387.0,2150.0,50.0,1793.0,1.0,31.0,,,Simeon,Potter,386,1186.0,90.0,,
726,103.0,116.0,,,Thomas,Perkins,Boston,Merchant,,,,,,,,,,,,,,,,William,Wetmore,,632.0,74.0,,
727,103.0,116.0,,,Thomas,Perkins,Boston,Merchant,,,,,,,,,,,,,,,,Andrew,Spooner,387,192.0,61.0,,
728,103.0,116.0,,,Thomas,Perkins,Boston,Merchant,,,,,,,,,,,,,,,,Jonathan,Wheeler,,138.0,25.0,,
729,103.0,116.0,,,Thomas,Perkins,Boston,Merchant,,,,,,,,,,,,,,,,,,,2150.0,50.0,,
730,104.0,117.0,,,Oliver ,Starkweather,Massachusetts,Merchant,,,,,,,,,,,1793.0,1.0,31.0,,,Transfer from the Office of John Neufville,,387,53.0,42.0,,
731,104.0,117.0,,,Stephen,Bullock,Rehoboth,"Esquire, as Guardian",,,,,,,,,,,1793.0,3.0,2.0,,,Pelatiah,Mason,396,71.0,13.0,,
732,104.0,117.0,,,Stephen,Bullock,Rehoboth,"Esquire, as Guardian",,,,,,,,,,,1797.0,4.0,1.0,,,Jeremiah,Wheeler,265,16.0,68.0,,
733,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,23.0,,
734,104.0,117.0,,,Nathan,Bond,Boston,Merchant,1793.0,4.0,10.0,,,Certificate No. 89 Transfering to the Office of the Commissioner of Loan in Massachusetts,,415.0,468.0,12.0,1793.0,4.0,10.0, ,  ,Thomas ,Lloyd Halsey,414,28.0,33.0,,
735,104.0,117.0,,,Nathan,Bond,Boston,Merchant,,,,,,,,,,,,,10.0,,,Jabez,Reynolds,,318.0,5.0,,
736,104.0,117.0,,,Nathan,Bond,Boston,Merchant,,,,,,,,,,,,,,,,John,Foster,,11.0,5.0,,
737,104.0,117.0,,,Nathan,Bond,Boston,Merchant,,,,,,,,,,,,,,,,Archibald,Crary,415,9.0,49.0,,
738,104.0,117.0,,,Nathan,Bond,Boston,Merchant,,,,,,,,,,,,,,,,Anne,Greene,,144.0,59.0,,
739,,,,,,,,,,,,,,,,,,,,,,,,Zacheus,Chace,,56.0,61.0,,
740,104.0,117.0,,,Nathan,Bond,Boston,Merchant,,,,,,,,,,,,,,,,,,,568.0,12.0,,
741,105.0,118.0,,,Andrew,Taylor,Little Compton,,,,,,,,,,,,1793.0,4.0,30.0,,,Chistopher,White,421,4.0,17.0,,
742,105.0,118.0,,,Job,Randall,Warwick,Merchant,,,,,,,,,,,1793.0,5.0,22.0,,,Asher,Robbins,425,13.0,12.0,,
743,105.0,118.0,,,Job,Randall,Warwick,Merchant,,,,,,,,,,,,,,,,Squire ,Sessions, ,10.0,51.0,,
744,105.0,118.0,,,Job,Randall,Warwick,Merchant,,,,,,,,,,,,,,,,Amasa,Sessions,,31.0,55.0,,
745,105.0,118.0,,,Job,Randall,Warwick,Merchant,,,,,,,,,,,,,,,,Jonathan,Smith,426,22.0,37.0,,
746,105.0,118.0,,,Job,Randall,Warwick,Merchant,,,,,,,,,,,,,,,,Joseph,Martin,,280.0,49.0,,
747,105.0,118.0,,,Job,Randall,Warwick,Merchant,,,,,,,,,,,,,,,,William N.,Rhodes,,7.0,47.0,,
748,105.0,118.0,,,Job,Randall,Warwick,Merchant,,,,,,,,,,,,,,,,,,,365.0,51.0,,
749,105.0,118.0,,,"Deferred 6 Percent Stock, Contra",,,,1793.0,4.0,1.0,,,Amount standing on the books,,,47529.0,93.0,1793.0,4.0,10.0,,,Nathan,Bond,415,568.0,12.0,,
750,105.0,118.0,,,"Deferred 6 Percent Stock, Contra",,,,,,,,,,,,,,1793.0,6.0,30.0,,,Balance stock standing on the books,,,46961.0,81.0,,
751,,,,,,,,,,,,,,,,,,,,,,,,,,,47529.0,93.0,,
752,106.0,119.0,,,"Deferred 6 Percent Stock, Contra",,,,1793.0,7.0,1.0,,,Amuont Stock Standing on the Books,,,46961.0,81.0,1793.0,8.0,1.0,,,Joseph,Perkins,436,848.0,79.0,,
753,106.0,119.0,,,"Deferred 6 Percent Stock, Contra",,,,,,,,,,,,,,1793.0,9.0,2.0,,,Andrew,Dexter,460,237.0,20.0,,
754,106.0,119.0,,,"Deferred 6 Percent Stock, Contra",,,,,,,,,,,,,,,,,,,Balance Remaining on the Books,,,45875.0,82.0,,
755,106.0,119.0,,,"Deferred 6 Percent Stock, Contra",,,,,,,,,,,,,,,,,,,,,,46961.0,81.0,,
756,106.0,119.0,,,Ephraim,Starkweather,Rehoboth,Esquie,,,,,,,,,,,1793.0,8.0,1.0,,,John,Smith,450,342.0,29.0,,
757,106.0,119.0,,,John,Peck, Boston,Broker,1793.0,8.0,1.0,,,Certificate No. 93 for Transferring to the Office in the State of Massachusetts,,451.0,848.0,79.0,1793.0,8.0,1.0,,,John,Smith,,793.0,67.0,,
758,106.0,119.0,,,John,Peck, Boston,Broker,1791.0,11.0,11.0,,,Certificate No. 115 for Transferring to the Office in the State of Massachusetts,,,77.0,82.0,,,,,,William,Byram,,26.0,66.0,,
759,106.0,119.0,,,John,Peck, Boston,Broker,,,,,,,,,,,,,,,,Leonond,Crocker,451,13.0,72.0,,
760,106.0,119.0,,,John,Peck, Boston,Broker,,,,,,,,,,,,,,,,John Ward and Company,,,14.0,74.0,,
761,106.0,119.0,,,John,Peck, Boston,Broker,,,,,,,,,,,,,,,,,,,848.0,79.0,,
762,106.0,119.0,,,John,Peck, Boston,Broker,,,,,,,,,,,1794.0,11.0,11.0,,,Paraclete ,Tew,570,52.0,32.0,,
763,106.0,119.0,,,John,Peck, Boston,Broker,,,,,,,,,,,,,,,,Jn,Thurber 2nd,,19.0,18.0,,
764,106.0,119.0,,,John,Peck, Boston,Broker,,,,,,,,,,,,,,,,John ,Faxon,,6.0,32.0,,
765,106.0,119.0,,,John,Peck, Boston,Broker,,,,,,,,,,,,,,,,,,,77.0,82.0,,
766,107.0,120.0,,Jun,Nathan,Angell,Providence,Guardian to Abigail Chase,,,,,,,,,,,1793.0,8.0,15.0,,,John,Chase,455,60.0,32.0,,
767,107.0,120.0,,,Peter,Roe Dalton,Cashier of United State Bank at Boston,Esquire,1794.0,9.0,1.0,,,Comfort,Sands,111.0,280.0,98.0,1793.0,10.0,7.0,,,John Ward and Company,,471,280.0,98.0,,
768,107.0,120.0,,Jun,Joseph,Martin,Providence,,,,,,,Amount Carried to Page 117,,,927.0,61.0,1793.0,10.0,22.0,,,Daniel,Austin,476,264.0,5.0,,
769,107.0,120.0,,Jun,Joseph,Martin,Providence,,,,,,,,,,,,,,,,,Joseph,Martin,,663.0,56.0,,
770,107.0,120.0,,Jun,Joseph,Martin,Providence,,,,,,,,,,,,,,,,,,,,927.0,91.0,,
771,108.0,121.0,,,John,Parker,Roxbury,As Guardian to John A Parker,,,,,,,,,,,1793.0,10.0,22.0,,,Thomas,Arnold,477,16.0,75.0,,
772,108.0,121.0,,,Thomas P.,Ives,Providence,Merchant,,,,,,,,,,,1791.0,2.0,7.0,,,Moses and Nicholas Bowen,,466,46.0,76.0,,
773,108.0,121.0,,,,,,,,,,,,,,,,,1796.0,3.0,1.0,,,Joseph,Tillinghast,622,25.0,66.0,,
774,108.0,121.0,,,"Funded Deferred Stock, Contra",,,,1793.0,10.0,1.0,,,Amount Stock Standing on the Books,,,45875.0,82.0,1793.0,12.0,31.0,,,Amount Remaining on the Books,,,45875.0,82.0,,
775,109.0,122.0,,,"Funded Deferred Stock, Contra",,,,1794.0,1.0,1.0,,,Amount Stock Standing on the Books,,,45875.0,82.0,1794.0,1.0,24.0,,,Thomas,Dickason,,1905.0,62.0,,
776,109.0,122.0,,,"Funded Deferred Stock, Contra",,,,,,,,,,,,,,1794.0,3.0,31.0,,,Amount Stock Standing on the Books,,,43970.0,20.0,,
777,109.0,122.0,,,"Funded Deferred Stock, Contra",,,,,,,,,,,,,,,,,,,,,,45875.0,82.0,,
778,109.0,122.0,,,Sarah,Field,Providence,Doughter of the Isaac Field,1797.0,4.0,1.0,,,Samuel ,Greene,270.0,682.0,28.0,1794.0,4.0,1.0,,,Martha,Field,515,682.0,28.0,,
779,109.0,122.0,,,Hannah and Elizabeth Whipple,,Cumberland,Spinsters,,,,,,,,,,,1791.0,4.0,1.0,,,Lydia,Dexter,516,46.0,53.0,,
780,110.0,123.0,,,Abigail,Spencer,Providence ,Widow,,,,,,,,,,,1791.0,5.0,28.0,,,Zephaniah,Brown,530,96.0,18.0,,
781,110.0,123.0,,,"Funded Deferred Stock, Contra",,,,1794.0,4.0,1.0,,,Amount Stock Standing on the Books,,,43970.0,20.0,1794.0,6.0,30.0,,,Amount Stock Standing on the Books,,,43970.0,20.0,,
782,109.0,123.0,,,John,Faxon,Newport,Esquire,1794.0,11.0,11.0,,,John,Peck,106.0,6.0,32.0,1794.0,7.0,1.0,,,Benjamin,Brown,536,6.0,32.0,,
783,111.0,124.0,,,Comfort,Sands,Newport,Merchant,1794.0,9.0,1.0,,,Certificate No 110 Transferring to the Books at New York,,553.0,280.0,98.0,1794.0,9.0,1.0,,,Peter ,Roe Dalton,553,280.0,98.0,,
784,111.0,124.0,,,"Funded Deferred Stock, Contra",,,,1794.0,7.0,1.0,,,Amount of stock standing on the books this day,,,43970.0,20.0,1794.0,9.0,1.0,,,"Certificate Issued and Addressed to the Secretary of the Treasury for Transferring from this Office Vizt, Number 110 in favor comfort sands to the books New York",,,280.0,98.0,,
785,111.0,124.0,,,"Funded Deferred Stock, Contra",,,,,,,,,,,,,,1794.0,9.0,30.0,,,Balance Stock Remaining on the Books,,,43689.0,22.0,,
786,111.0,124.0,,,"Funded Deferred Stock, Contra",,,,,,,,,,,,43970.0,20.0,,,,,,,,,43970.0,20.0,,
787,111.0,124.0,,,Woodraouffe,Smith,London ,Merchant,1794.0,10.0,31.0,,`,Certificate No. 113 for Transferring to the Office in the State of Pensylvania,,568.0,12000.0,,1794.0,10.0,31.0,,,Thomas,Dickason,,568.0,12000.0,,
788,112.0,125.0,,,"Funded Deferred Stock, Contra",,,,1794.0,10.0,1.0,,,Amount Stock on the Books,,,43689.0,22.0,1794.0,,,,,Certificate Issued and Addressed to the Secretary of the Treasury for Transfering from the Books of this Office Vizt,,,,,,
789,112.0,125.0,,,"Funded Deferred Stock, Contra",,,,,,,,,,,,,,1794.0,10.0,16.0,,,No. 112 in favor Stephen Tillinghast to New York,,,273.0,17.0,,
